Id,SalePrice
1461,115290.08370563776
1462,144863.76777951873
1463,169847.17015235714
1464,198306.5512743124
1465,199222.9705730958
1466,170458.73253064277
1467,189758.49436139717
1468,164426.20710866762
1469,193948.00398862525
1470,119520.72543267353
1471,189429.69759235028
1472,102343.27039384854
1473,94664.79981045623
1474,143069.9253913087
1475,121510.35491924429
1476,342800.0883878086
1477,243206.6352335392
1478,295773.06844637817
1479,297971.8642785424
1480,492012.69094631233
1481,314343.85780223104
1482,219357.60352507958
1483,172365.5984494869
1484,166862.8013775474
1485,204400.78184390074
1486,196413.4825110842
1487,332548.7831505471
1488,232460.31807196725
1489,187988.2586979902
1490,235659.67245126632
1491,192072.96621278115
1492,88095.58595430368
1493,202481.1614235253
1494,288610.6607484089
1495,277103.8345178207
1496,243232.0863620162
1497,171311.54206369928
1498,168524.20780909722
1499,167460.3554398192
1500,161801.2330233079
1501,167115.76570443565
1502,151906.85686215092
1503,290592.393823755
1504,251138.18235250478
1505,231269.0876588625
1506,190397.99296767171
1507,239128.1162228535
1508,191894.0585689737
1509,160131.90428866452
1510,144103.75476986717
1511,147040.35856916883
1512,174182.86639729084
1513,158946.40241979083
1514,141026.3860209905
1515,193658.86841194614
1516,151819.6114539316
1517,166455.4114565968
1518,126420.56070636633
1519,212960.045312325
1520,123919.47093002441
1521,122527.0221476464
1522,180546.48186720582
1523,107820.89083633795
1524,120954.79864147665
1525,117825.98158984189
1526,110556.2071127494
1527,105849.40299156337
1528,140950.0975687011
1529,145700.24733701293
1530,207766.00889665415
1531,117116.15137244127
1532,96749.33129607601
1533,139566.380804659
1534,124435.90305894817
1535,136202.7606950497
1536,108230.73332956244
1537,62772.203277077926
1538,148452.33780286944
1539,191724.67207560645
1540,96271.40098798492
1541,137193.04361849342
1542,127241.90285721977
1543,165048.5435618739
1544,87189.081921392
1545,113180.94511693611
1546,140587.9225233279
1547,123597.85746676374
1548,134175.49656566262
1549,121429.4618753839
1550,131117.49398427643
1551,102418.69122311375
1552,136466.69320658644
1553,143295.0750893926
1554,125094.01351972837
1555,145230.66175068854
1556,94500.01193831277
1557,104248.83615334859
1558,104935.93983022252
1559,60623.17948669889
1560,137838.9897690639
1561,114448.99931246697
1562,132549.24263414618
1563,120698.84351066766
1564,152964.73292428695
1565,142507.48398578347
1566,234680.29784002632
1567,79372.55919474443
1568,232174.5473653621
1569,118018.04428337746
1570,141759.36212003216
1571,113687.06649025524
1572,133507.3202307805
1573,221129.41675383563
1574,123486.2477085601
1575,228392.71955065161
1576,264553.8238359956
1577,186099.7352018237
1578,145927.5392853536
1579,134859.05845085697
1580,194813.07397045282
1581,156936.23469069242
1582,130417.60779224387
1583,290401.65262364503
1584,220483.71971757666
1585,140351.0653866737
1586,73175.56360141795
1587,104497.50817014668
1588,150847.33349194206
1589,98551.65776691129
1590,130862.75899961991
1591,91696.23307684198
1592,106322.36953320306
1593,129551.3163957628
1594,135656.7879481761
1595,105827.24750916856
1596,215437.20912167427
1597,183868.11904759388
1598,220289.4953504962
1599,176797.73925651805
1600,168908.1973389147
1601,70487.13857255026
1602,116614.56259859992
1603,62877.19785658447
1604,255497.92440859112
1605,247372.7367519713
1606,173278.034670772
1607,172729.7318208037
1608,223824.353443451
1609,181358.8133957092
1610,149164.90706884608
1611,135748.5152472138
1612,170024.71270599306
1613,168805.4736517671
1614,140817.4731032733
1615,93905.17425697572
1616,78045.29659451693
1617,93120.45053025246
1618,127798.72484185547
1619,148357.27732731032
1620,171235.34913011576
1621,134312.62444147313
1622,149432.28562037673
1623,265461.50413058046
1624,202965.5304411829
1625,116970.07108629428
1626,173967.93111149207
1627,185078.71148921963
1628,280567.1226995098
1629,189620.62850459912
1630,333079.51746844477
1631,215307.8315666806
1632,230284.87651393015
1633,190016.37339878085
1634,188694.74425239893
1635,178351.8521161399
1636,160510.30691510352
1637,193411.51892693827
1638,178830.29345130586
1639,192583.55487645295
1640,245321.0232018705
1641,178800.5829488541
1642,241450.21144848113
1643,214740.88762922687
1644,238745.8393836893
1645,214343.94015851547
1646,166450.1823927106
1647,160078.72514336614
1648,134911.94359591414
1649,141642.58191038933
1650,119167.62400520494
1651,125069.12752173524
1652,102003.03477716327
1653,104636.25464230073
1654,141082.5089033234
1655,146321.71689611627
1656,137265.01246572606
1657,143872.03006940172
1658,143096.51221484522
1659,130858.98940170079
1660,157077.10442228618
1661,419254.624921467
1662,387097.56405951176
1663,352279.2533441859
1664,488674.4554000766
1665,304319.23326633737
1666,315855.5619244572
1667,345546.6238502356
1668,340942.3899702749
1669,304856.128364033
1670,334786.5966210811
1671,253087.23449826258
1672,415956.0839183554
1673,295715.72078497417
1674,246317.66557256508
1675,193674.98015994419
1676,199637.88211858575
1677,216924.55390431898
1678,439358.0623540248
1679,375230.1923430349
1680,310843.3532577095
1681,247932.99636227655
1682,312206.78162748757
1683,195970.43174886558
1684,178083.06686988953
1685,177065.52964287464
1686,174049.6960470578
1687,184456.00490445676
1688,193276.7500549308
1689,198483.96525369215
1690,205179.82186112698
1691,196809.86365670766
1692,269997.02560710284
1693,174575.3663237287
1694,186495.28429691063
1695,180015.71848675318
1696,270436.03132880514
1697,187094.9103906408
1698,338129.8087916219
1699,325539.5364114153
1700,248345.02463886293
1701,264308.99769867415
1702,223682.05821807325
1703,235046.55610901708
1704,261394.86384818522
1705,234968.08944980425
1706,380487.1844733816
1707,210684.6244636555
1708,205061.8605128232
1709,266931.4931964713
1710,228797.6296885684
1711,279004.7847857406
1712,255144.50481355292
1713,277296.54445350484
1714,223316.42479995431
1715,211490.55091023544
1716,183406.2090673808
1717,187257.4579646871
1718,135202.11529003846
1719,204307.96045675504
1720,239308.53918847206
1721,166124.90034593045
1722,122799.65427512961
1723,154951.14067786618
1724,206273.66131962088
1725,242564.87628320375
1726,185249.35524895226
1727,152176.7147574627
1728,181975.52240572576
1729,169880.66467001347
1730,168445.4529671364
1731,127486.62308561093
1732,129565.42601521395
1733,112683.65899685709
1734,124601.21618227287
1735,133959.4501968197
1736,113792.60701216993
1737,304033.75691771123
1738,244348.29908440507
1739,260831.68124005728
1740,214531.4125347601
1741,194482.11922003905
1742,165248.31102822325
1743,175043.08223740364
1744,294498.3713659307
1745,207133.99243370208
1746,196075.79850455374
1747,210618.63342492608
1748,219852.9251522327
1749,144228.90747547222
1750,121639.1950680344
1751,257404.25978749926
1752,121225.30175961682
1753,149724.77187443827
1754,197747.9240042432
1755,156909.6080723929
1756,136021.23097506972
1757,121912.50968263898
1758,148513.55761804082
1759,156852.51744716606
1760,168499.8146499079
1761,148347.4743561162
1762,177197.60704427716
1763,179202.11979402666
1764,116059.73658417942
1765,159891.1073342112
1766,193928.42775284123
1767,224478.61390612263
1768,140134.36747871494
1769,175206.54825459403
1770,159622.246687278
1771,123119.2561400639
1772,129490.03362367663
1773,130662.47975399908
1774,139828.944698818
1775,146887.20960423592
1776,131524.92630887523
1777,104774.8328068998
1778,140436.10079189943
1779,123683.75759019174
1780,173474.64530450417
1781,125153.10870351046
1782,92593.96627526892
1783,145454.73860184112
1784,113904.32837540304
1785,118346.90017319932
1786,152366.75387783072
1787,174913.04703848113
1788,66679.75826205031
1789,101348.39481140063
1790,79605.81630764005
1791,200737.05908890063
1792,158083.67822569437
1793,132745.98612370074
1794,165407.26603864078
1795,127055.81410268879
1796,136636.04920674267
1797,120710.08348813372
1798,122316.49081834029
1799,112207.11296143786
1800,124843.02138031018
1801,122636.36421401952
1802,145896.5813494363
1803,147662.353977615
1804,136906.18178605806
1805,139828.44743070425
1806,129745.78533420345
1807,138805.68993853184
1808,124047.2051052543
1809,122473.51645665025
1810,140099.7259923645
1811,89463.25531403319
1812,94990.24832196246
1813,120684.9596626893
1814,94709.37229383565
1815,61862.99169224653
1816,99265.51911256775
1817,108256.54863321451
1818,136892.3433475176
1819,134127.35785159122
1820,52448.790405259024
1821,123968.86434690047
1822,157599.60431702
1823,41428.07582821675
1824,122126.83580166017
1825,138754.09185606075
1826,104058.46765377978
1827,93067.4064839931
1828,131270.9815397992
1829,130933.93492909518
1830,144425.70223353634
1831,145114.20003208288
1832,77828.75872626265
1833,141333.89380918015
1834,120622.7267290654
1835,104237.11129455498
1836,120910.53585788156
1837,86169.47031931717
1838,121471.82827066297
1839,114988.13092349735
1840,137802.61863242084
1841,125954.82992734207
1842,97866.62645717995
1843,127205.416818064
1844,149444.26267635054
1845,141039.50072394506
1846,154291.03562039425
1847,156392.55737069555
1848,62378.73118002328
1849,115988.55547881204
1850,114824.2038276851
1851,133872.14052405665
1852,126543.9163949165
1853,123442.69561313535
1854,161929.58522046273
1855,147449.43884776972
1856,227489.96572008796
1857,128928.10550889237
1858,139538.53904413202
1859,119291.74126515302
1860,143421.95589677905
1861,118790.02066940564
1862,367844.81439556787
1863,348114.5875544829
1864,348135.2053017642
1865,326929.375027518
1866,325691.8277558658
1867,230288.7862998533
1868,277218.00391633046
1869,209348.9803812502
1870,226190.6416230558
1871,262261.4289248124
1872,174771.3439676641
1873,233182.80764068483
1874,158306.22096507944
1875,195051.6092921962
1876,199302.1838356995
1877,205726.76251780253
1878,213754.5805340102
1879,127571.5401305247
1880,136459.50159320488
1881,237043.3915392462
1882,237895.20908797593
1883,184711.19780552018
1884,198163.28931457605
1885,220364.63939814732
1886,273677.9446109057
1887,214631.21307110868
1888,269674.81385186425
1889,171529.77136076402
1890,115414.8513935202
1891,124602.87116088976
1892,99602.00715044654
1893,121444.93104392635
1894,114734.09330785632
1895,124774.51217375816
1896,123207.54644767912
1897,121252.00525112571
1898,117849.21780363194
1899,157430.51285759482
1900,163808.68978178836
1901,173878.9507583785
1902,142881.37202043287
1903,235249.7777778029
1904,144667.51445973618
1905,200437.46637524903
1906,149235.53381945248
1907,189612.59247671926
1908,113444.66148988719
1909,132539.42418155944
1910,121931.79931100279
1911,219536.64978324575
1912,306304.20394850685
1913,145960.91651168113
1914,56102.07462045772
1915,279646.8066874089
1916,63019.4589588704
1917,241244.249451027
1918,142577.8169029411
1919,172190.6987938562
1920,158763.832323635
1921,341614.18178736186
1922,299353.54575554904
1923,236648.52570094497
1924,223143.83269512
1925,196826.6058576219
1926,344459.7300825611
1927,129926.04810495513
1928,159952.90509045348
1929,123291.29823874062
1930,132791.84474585386
1931,141979.61205778993
1932,137679.50899823432
1933,181492.07704963058
1934,179505.1172570928
1935,171235.0730764255
1936,186437.50031024014
1937,184849.5242694156
1938,171255.71686517302
1939,235393.15640621993
